,year,state,question_id,question,opinion,category,total,democrat,republican,other
13974,2016,OR,1951,Are you a college graduate?,0,yes,29,4,3,5
13975,2016,OR,1974,Education and race,0,non-white - no college,10,,,
13976,2016,OR,1974,Education and race,0,non-white - no college,,,7,
13977,2016,OR,1974,Education and race,0,non-white college grads,,,,
13978,2016,OR,1974,Education and race,0,white college graduates,42,59,30,3
13979,2016,OR,1974,Education and race,0,white college graduates,2,6,40,38
13980,2016,OR,1974,Education and race,0,whites - no college,55,2,1,4
13981,2016,OR,2085,Opinion of Barack Obama as president,1,Somewhat approve,23,64,14,4
13982,2016,OR,2085,Opinion of Barack Obama as president,1,Somewhat approve,6,12,9,
13983,2016,OR,2085,Opinion of Barack Obama as president,1,Somewhat disapprove,,,,
13984,2016,OR,2085,Opinion of Barack Obama as president,1,Strongly approve,35,95,2,1
13985,2016,OR,2085,Opinion of Barack Obama as president,1,Strongly approve,1,1,32,0
13986,2016,OR,2085,Opinion of Barack Obama as president,1,Strongly disapprove,91,5,2,2
13987,2016,OR,2115,Opinion of Barack Obama as president,1,Approve,58,83,7,2
13988,2016,OR,2115,Opinion of Barack Obama as president,1,Approve,3,5,41,3
13989,2016,OR,2115,Opinion of Barack Obama as president,1,Disapprove,87,4,2,4
13990,2016,OR,2500,Education,0,College graduate,29,54,32,3
13991,2016,OR,2500,Education,0,College graduate,4,7,17,37
13992,2016,OR,2500,Education,0,High school or less,57,2,0,4
13993,2016,OR,2500,Education,0,Postgraduate,20,65,24,5
13994,2016,OR,2500,Education,0,Postgraduate,3,3,34,46
13995,2016,OR,2500,Education,0,Some college,46,1,3,4
13996,2016,OR,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,36,39,44,3
13997,2016,OR,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,4,10,30,61
13998,2016,OR,2818,Opinion of presidential candidate you voted for,1,Have reservations,36,1,0,2
13999,2016,OR,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,31,53,39,3
14000,2016,OR,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,4,1,43,96
14001,2016,OR,3410,Opinion of Hillary Clinton,1,Favorable,3,1,0,0
14002,2016,OR,3410,Opinion of Hillary Clinton,1,Unfavorable,56,13,70,5
14003,2016,OR,3410,Opinion of Hillary Clinton,1,Unfavorable,4,8,18,62
14004,2016,OR,3423,Race,0,Non-white,24,7,5,2
14005,2016,OR,3423,Race,0,White,82,49,42,3
14006,2016,OR,3423,Race,0,White,1,5,62,21
14007,2016,OR,3481,Is Hillary Clinton honest and trustworthy?,1,No,63,5,4,7
14008,2016,OR,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,36,99,0,1
14009,2016,OR,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,0,,68,72
14010,2016,OR,3491,Is Donald Trump honest and trustworthy?,1,No,13,4,4,7
14011,2016,OR,3491,Is Donald Trump honest and trustworthy?,1,Yes,31,2,97,1
14012,2016,OR,3491,Is Donald Trump honest and trustworthy?,1,Yes,0,0,57,54
14013,2016,OR,3715,Most important issue facing the country,1,Economy,34,4,3,5
14014,2016,OR,3715,Most important issue facing the country,1,Foreign policy,15,61,27,2
14015,2016,OR,3715,Most important issue facing the country,1,Foreign policy,5,5,11,31
14016,2016,OR,3715,Most important issue facing the country,1,Immigration,63,,1,6
14017,2016,OR,3715,Most important issue facing the country,1,Terrorism,13,31,64,2
14018,2016,OR,3715,Most important issue facing the country,1,Terrorism,1,2,30,11
14019,2016,OR,3716,Which candidate quality mattered most?,1,Can bring change,82,1,2,4
14020,2016,OR,3716,Which candidate quality mattered most?,1,Cares about me,13,49,42,6
14021,2016,OR,3716,Which candidate quality mattered most?,1,Cares about me,3,0,28,57
14022,2016,OR,3716,Which candidate quality mattered most?,1,Good judgment,27,5,4,7
14023,2016,OR,3716,Which candidate quality mattered most?,1,Right experience,25,92,5,
14024,2016,OR,3716,Which candidate quality mattered most?,1,Right experience,1,2,39,3
14025,2016,OR,3722,Does Clinton have the temperament to be president?,1,No,84,4,1,8
14026,2016,OR,3722,Does Clinton have the temperament to be president?,1,Yes,60,81,11,2
14027,2016,OR,3722,Does Clinton have the temperament to be president?,1,Yes,4,2,66,74
14028,2016,OR,3723,Does Trump have the temperament to be president?,1,No,11,4,4,7
14029,2016,OR,3723,Does Trump have the temperament to be president?,1,Yes,33,2,97,
14030,2016,OR,3723,Does Trump have the temperament to be president?,1,Yes,1,0,67,56
14031,2016,OR,3725,When did you decide presidential vote?,1,Before September,36,3,2,3
14032,2016,OR,3725,When did you decide presidential vote?,1,In October,16,36,52,2
14033,2016,OR,3725,When did you decide presidential vote?,1,In October,1,9,10,41
14034,2016,OR,3725,When did you decide presidential vote?,1,In September,51,2,4,2
14035,2016,OR,3725,When did you decide presidential vote?,1,Last few days,,,,
14036,2016,OR,3725,When did you decide presidential vote?,1,Last few days,,,4,
14037,2016,OR,3725,When did you decide presidential vote?,1,Last week,,,,
14038,2016,OR,3727,Opinion of Donald Trump,1,Favorable,33,2,96,1
14039,2016,OR,3727,Opinion of Donald Trump,1,Favorable,0,1,66,74
14040,2016,OR,3727,Opinion of Donald Trump,1,Unfavorable,12,3,4,7
14041,2016,OR,3728,Income,0,"$100K-$199,999",22,56,35,2
14042,2016,OR,3728,Income,0,"$100K-$199,999",0,7,3,
14043,2016,OR,3728,Income,0,"$200K-$249,999",,,,
14044,2016,OR,3728,Income,0,"$250,000 or more",3,,,
14045,2016,OR,3728,Income,0,"$250,000 or more",,,20,47
14046,2016,OR,3728,Income,0,"$30K-$49,999",40,6,3,4
14047,2016,OR,3728,Income,0,"$50K-$99,999",33,48,44,1
14048,2016,OR,3728,Income,0,"$50K-$99,999",1,6,20,45
14049,2016,OR,3728,Income,0,"Under $30,000",40,5,6,4
14050,2016,OR,3777,When did you decide presidential vote?,1,Before that,77,54,38,3
14051,2016,OR,3777,When did you decide presidential vote?,1,Before that,2,3,20,32
14052,2016,OR,3777,When did you decide presidential vote?,1,In the last month,48,7,4,9
14053,2016,OR,3778,When did you decide presidential vote?,1,Before that,94,51,41,8
14054,2016,OR,3778,When did you decide presidential vote?,1,In the last week,4,,,
14055,2016,OR,3784,Party by gender,0,Democratic men,14,91,5,
14056,2016,OR,3784,Party by gender,0,Democratic men,3,2,19,93
14057,2016,OR,3784,Party by gender,0,Democratic women,4,1,1,1
14058,2016,OR,3784,Party by gender,0,Independent men,24,38,45,5
14059,2016,OR,3784,Party by gender,0,Independent men,5,7,20,48
14060,2016,OR,3784,Party by gender,0,Independent women,35,7,3,7
14061,2016,OR,3784,Party by gender,0,Republican men,11,9,86,1
14062,2016,OR,3784,Party by gender,0,Republican men,0,4,11,6
14063,2016,OR,3784,Party by gender,0,Republican women,88,1,,5
14064,2016,OR,3785,Opinion of Clinton and Trump,1,Both favorable,2,,,
14065,2016,OR,3785,Opinion of Clinton and Trump,1,Both favorable,,,23,31
14066,2016,OR,3785,Opinion of Clinton and Trump,1,Both unfavorable,31,11,9,18
14067,2016,OR,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,41,98,1,1
14068,2016,OR,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,0,0,31,
14069,2016,OR,3785,Opinion of Clinton and Trump,1,Only Trump favorable,98,1,0,1
14070,2016,OR,3786,Which candidate is honest?,1,Both are,1,,,
14071,2016,OR,3786,Which candidate is honest?,1,Both are,,,31,41
14072,2016,OR,3786,Which candidate is honest?,1,Neither is,29,8,8,14
14073,2016,OR,3786,Which candidate is honest?,1,Only Clinton is,35,99,0,1
14074,2016,OR,3786,Which candidate is honest?,1,Only Clinton is,0,,30,0
14075,2016,OR,3786,Which candidate is honest?,1,Only Trump is,99,1,0,0
14076,2016,OR,3788,Which candidate has the right temperament?,1,Both do,5,,,
14077,2016,OR,3788,Which candidate has the right temperament?,1,Both do,,,11,9
14078,2016,OR,3788,Which candidate has the right temperament?,1,Neither does,47,15,2,27
14079,2016,OR,3788,Which candidate has the right temperament?,1,Only Clinton does,55,88,3,3
14080,2016,OR,3788,Which candidate has the right temperament?,1,Only Clinton does,4,2,28,0
14081,2016,OR,3788,Which candidate has the right temperament?,1,Only Trump does,99,,1,
14082,2016,OR,3790,Education among whites by sex,0,Non-whites,18,62,24,7
14083,2016,OR,3790,Education among whites by sex,0,Non-whites,5,2,20,56
14084,2016,OR,3790,Education among whites by sex,0,White college-grad men,31,3,4,6
14085,2016,OR,3790,Education among whites by sex,0,White college-grad women,22,62,30,2
14086,2016,OR,3790,Education among whites by sex,0,White college-grad women,0,6,21,32
14087,2016,OR,3790,Education among whites by sex,0,White non-college men,62,2,0,4
14088,2016,OR,3790,Education among whites by sex,0,White non-college women,19,45,47,3
14089,2016,OR,3790,Education among whites by sex,0,White non-college women,1,4,22,34
14090,2016,PA,39,Region,1,Central,62,4,16,42
14091,2016,PA,39,Region,1,Northeast,55,3,12,83
14092,2016,PA,39,Region,1,Philadelphia,15,2,22,55
14093,2016,PA,39,Region,1,Philadelphia suburbs,42,3,28,42
14094,2016,PA,39,Region,1,West,54,4,16,52
14095,2016,PA,159,Age,0,18-29,43,5,24,53
14096,2016,PA,159,Age,0,30-44,42,5,38,45
14097,2016,PA,159,Age,0,45-64,52,3,21,44
14098,2016,PA,159,Age,0,65 and older,54,2,8,50
14099,2016,PA,160,Age,0,18-24,45,5,8,53
14100,2016,PA,160,Age,0,25-29,40,7,16,54
14101,2016,PA,160,Age,0,30-39,40,6,17,47
14102,2016,PA,160,Age,0,40-49,49,4,30,45
14103,2016,PA,160,Age,0,50-64,53,2,21,44
14104,2016,PA,160,Age,0,65 and older,54,2,27,59
14105,2016,PA,227,Life for the next generation of Americans will be:,1,About the same,36,5,38,56
14106,2016,PA,227,Life for the next generation of Americans will be:,1,Better than today,41,3,32,26
14107,2016,PA,227,Life for the next generation of Americans will be:,1,Worse than today,71,3,61,45
14108,2016,PA,229,Marital status,0,Married,51,4,39,55
14109,2016,PA,229,Marital status,0,Unmarried,42,3,4,
14110,2016,PA,241,Condition of national economy,1,Excellent,,,30,82
14111,2016,PA,241,Condition of national economy,1,Good,16,2,45,37
14112,2016,PA,241,Condition of national economy,1,Not good,58,5,20,10
14113,2016,PA,241,Condition of national economy,1,Poor,86,4,42,87
14114,2016,PA,248,Party ID,0,democrat,11,1,0,1
14115,2016,PA,248,Party ID,0,independent,20,41,48,1
14116,2016,PA,248,Party ID,0,independent,3,7,39,9
14117,2016,PA,248,Party ID,0,republican,89,,0,2
14118,2016,PA,251,Ideology,0,conservative,33,12,85,3
14119,2016,PA,251,Ideology,0,liberal,27,85,12,3
14120,2016,PA,251,Ideology,0,moderate,40,53,43,4
14121,2016,PA,260,Race,0,asian,1,,,
14122,2016,PA,260,Race,0,black,10,92,7,1
14123,2016,PA,260,Race,0,latino,6,74,22,4
14124,2016,PA,260,Race,0,other,2,,,
14125,2016,PA,260,Race,0,white,81,40,56,4
14126,2016,PA,279,Gender,0,female,53,55,42,3
14127,2016,PA,279,Gender,0,male,47,40,57,3
14128,2016,PA,281,Area type,0,Rural area,19,26,71,3
14129,2016,PA,281,Area type,0,Suburban area,53,44,52,4
14130,2016,PA,281,Area type,0,Urban area,27,70,26,4
14131,2016,PA,487,Condition of national economy,1,Good,34,82,17,1
14132,2016,PA,487,Condition of national economy,1,Poor,65,29,67,4
14133,2016,PA,682,Income,0,$50k or more,62,43,54,3
14134,2016,PA,682,Income,0,less than $50k,38,54,42,4
14135,2016,PA,917,Income,0,$100K or more,31,45,52,3
14136,2016,PA,917,Income,0,Under $100K,69,49,48,3
14137,2016,PA,1250,Illegal immigrants working in the U.S. should be:,1,Deported to home country,31,14,83,3
14138,2016,PA,1250,Illegal immigrants working in the U.S. should be:,1,Offered legal status,67,63,33,4
14139,2016,PA,1386,Marital status by gender,0,Married men,29,40,56,4
14140,2016,PA,1386,Marital status by gender,0,Married women,31,50,47,3
14141,2016,PA,1386,Marital status by gender,0,Unmarried men,17,44,53,3
14142,2016,PA,1386,Marital status by gender,0,Unmarried women,22,64,33,3
14143,2016,PA,1602,Race and gender,0,all other races,3,,,
14144,2016,PA,1602,Race and gender,0,black men,4,83,14,3
14145,2016,PA,1602,Race and gender,0,black women,6,99,1,
14146,2016,PA,1602,Race and gender,0,latino men,3,,,
14147,2016,PA,1602,Race and gender,0,latino women,3,82,14,4
14148,2016,PA,1602,Race and gender,0,white men,38,32,64,4
14149,2016,PA,1602,Race and gender,0,white women,43,47,50,3
14150,2016,PA,1948,Income,0,"$100,000 or more",31,45,52,3
14151,2016,PA,1948,Income,0,"$50-100,000",31,41,55,4
14152,2016,PA,1948,Income,0,"less than $50,000",38,54,42,4
14153,2016,PA,1949,Age,0,18-44,40,52,42,6
14154,2016,PA,1949,Age,0,45 and older,60,45,53,2
14155,2016,PA,1951,Are you a college graduate?,0,no,52,45,52,3
14156,2016,PA,1951,Are you a college graduate?,0,yes,48,52,45,3
14157,2016,PA,1974,Education and race,0,non-white - no college,12,86,10,4
14158,2016,PA,1974,Education and race,0,non-white college grads,7,75,24,1
14159,2016,PA,1974,Education and race,0,white college graduates,41,48,48,4
14160,2016,PA,1974,Education and race,0,whites - no college,40,32,64,4
14161,2016,PA,2085,Opinion of Barack Obama as president,1,Somewhat approve,21,72,22,
14162,2016,PA,2085,Opinion of Barack Obama as president,1,Somewhat approve,3,3,14,12
14163,2016,PA,2085,Opinion of Barack Obama as president,1,Somewhat disapprove,84,,,5
14164,2016,PA,2085,Opinion of Barack Obama as president,1,Strongly approve,30,94,3,1
14165,2016,PA,2085,Opinion of Barack Obama as president,1,Strongly approve,0,2,34,2
14166,2016,PA,2085,Opinion of Barack Obama as president,1,Strongly disapprove,97,,0,1
14167,2016,PA,2115,Opinion of Barack Obama as president,1,Approve,51,85,11,4
14168,2016,PA,2115,Opinion of Barack Obama as president,1,Disapprove,48,5,93,2
14169,2016,PA,2500,Education,0,College graduate,29,46,50,4
14170,2016,PA,2500,Education,0,High school or less,22,43,56,1
14171,2016,PA,2500,Education,0,Postgraduate,19,59,37,4
14172,2016,PA,2500,Education,0,Some college,30,46,49,5
14173,2016,PA,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,15,37,49,2
14174,2016,PA,2818,Opinion of presidential candidate you voted for,1,Dislike opponents,2,10,32,50
14175,2016,PA,2818,Opinion of presidential candidate you voted for,1,Have reservations,49,,,1
14176,2016,PA,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,51,49,50,
14177,2016,PA,2818,Opinion of presidential candidate you voted for,1,Strongly favor ,0,1,42,96
14178,2016,PA,3410,Opinion of Hillary Clinton,1,Favorable,2,2,57,10
14179,2016,PA,3410,Opinion of Hillary Clinton,1,Unfavorable,86,4,19,81
14180,2016,PA,3423,Race,0,Non-white,16,3,81,40
14181,2016,PA,3423,Race,0,White,56,4,24,14
14182,2016,PA,3433,Feelings about the federal government,1,Angry,80,6,43,41
14183,2016,PA,3433,Feelings about the federal government,1,Dissatisfied,55,4,4,
14184,2016,PA,3433,Feelings about the federal government,1,Enthusiastic,,,28,79
14185,2016,PA,3433,Feelings about the federal government,1,Satisfied,20,1,67,32
14186,2016,PA,3435,Feelings about the federal government,1,Dissatisfied/Angry,64,4,32,80
14187,2016,PA,3435,Feelings about the federal government,1,Enthusiastic/Satisfied,19,1,64,20
14188,2016,PA,3481,Is Hillary Clinton honest and trustworthy?,1,No,75,5,33,98
14189,2016,PA,3481,Is Hillary Clinton honest and trustworthy?,1,Yes,2,,60,74
14190,2016,PA,3491,Is Donald Trump honest and trustworthy?,1,No,21,5,38,5
14191,2016,PA,3491,Is Donald Trump honest and trustworthy?,1,Yes,95,,34,65
14192,2016,PA,3492,Effect of international trade,1,Creates U.S. jobs,32,3,9,
14193,2016,PA,3492,Effect of international trade,1,Does not affect jobs,,,53,32
14194,2016,PA,3492,Effect of international trade,1,Takes away U.S. jobs,64,4,56,50
14195,2016,PA,3715,Most important issue facing the country,1,Economy,46,4,12,67
14196,2016,PA,3715,Most important issue facing the country,1,Foreign policy,31,2,10,21
14197,2016,PA,3715,Most important issue facing the country,1,Immigration,78,1,19,40
14198,2016,PA,3715,Most important issue facing the country,1,Terrorism,58,2,46,15
14199,2016,PA,3716,Which candidate quality mattered most?,1,Can bring change,83,,1,1
14200,2016,PA,3716,Which candidate quality mattered most?,1,Cares about me,15,61,36,
14201,2016,PA,3716,Which candidate quality mattered most?,1,Cares about me,1,2,16,69
14202,2016,PA,3716,Which candidate quality mattered most?,1,Good judgment,22,2,1,6
14203,2016,PA,3716,Which candidate quality mattered most?,1,Right experience,21,93,7,
14204,2016,PA,3716,Which candidate quality mattered most?,1,Right experience,,0,16,36
14205,2016,PA,3717,Did any campaign contact you?,0,Both,61,3,49,42
14206,2016,PA,3717,Did any campaign contact you?,0,Neither,54,4,21,81
14207,2016,PA,3717,Did any campaign contact you?,0,Only Clinton,16,3,12,7
14208,2016,PA,3717,Did any campaign contact you?,0,Only Trump,93,,46,4
14209,2016,PA,3722,Does Clinton have the temperament to be president?,1,No,91,5,52,86
14210,2016,PA,3722,Does Clinton have the temperament to be president?,1,Yes,12,2,62,74
14211,2016,PA,3723,Does Trump have the temperament to be president?,1,No,21,5,37,2
14212,2016,PA,3723,Does Trump have the temperament to be president?,1,Yes,98,,65,48
14213,2016,PA,3725,When did you decide presidential vote?,1,Before September,51,,0,1
14214,2016,PA,3725,When did you decide presidential vote?,1,In October,9,54,41,2
14215,2016,PA,3725,When did you decide presidential vote?,1,In October,1,2,10,42
14216,2016,PA,3725,When did you decide presidential vote?,1,In September,56,,1,1
14217,2016,PA,3725,When did you decide presidential vote?,1,Last few days,10,37,53,2
14218,2016,PA,3725,When did you decide presidential vote?,1,Last few days,3,5,5,
14219,2016,PA,3725,When did you decide presidential vote?,1,Last week,,,,
14220,2016,PA,3726,Vote for president in a two-way race,1,Clinton,48,96,1,3
14221,2016,PA,3726,Vote for president in a two-way race,1,Trump,48,1,98,1
14222,2016,PA,3726,Vote for president in a two-way race,1,Would not vote,3,,,
14223,2016,PA,3727,Opinion of Donald Trump,1,Favorable,42,4,96,
14224,2016,PA,3727,Opinion of Donald Trump,1,Unfavorable,56,78,17,5
14225,2016,PA,3728,Income,0,"$100K-$199,999",21,46,51,3
14226,2016,PA,3728,Income,0,"$200K-$249,999",4,,,
14227,2016,PA,3728,Income,0,"$250,000 or more",6,,,
14228,2016,PA,3728,Income,0,"$30K-$49,999",22,53,44,3
14229,2016,PA,3728,Income,0,"$50K-$99,999",31,41,55,4
14230,2016,PA,3728,Income,0,"Under $30,000",16,56,39,5
14231,2016,PA,3737,Is Clinton qualified to serve as president?,1,No,52,6,91,3
14232,2016,PA,3737,Is Clinton qualified to serve as president?,1,Yes,47,91,6,3
14233,2016,PA,3738,Is Trump qualified to serve as president?,1,No,56,78,17,5
14234,2016,PA,3738,Is Trump qualified to serve as president?,1,Yes,43,5,94,1
14235,2016,PA,3743,How do things work in the U.S. today?,1,Minorities are favored,31,14,84,2
14236,2016,PA,3743,How do things work in the U.S. today?,1,No group is favored,29,36,61,3
14237,2016,PA,3743,How do things work in the U.S. today?,1,Whites are favored,36,82,14,4
14238,2016,PA,3753,Does Donald Trump's treatment of women bother you:,1,A lot,50,82,13,5
14239,2016,PA,3753,Does Donald Trump's treatment of women bother you:,1,Not at all,14,5,94,1
14240,2016,PA,3753,Does Donald Trump's treatment of women bother you:,1,Not much,15,7,93,
14241,2016,PA,3753,Does Donald Trump's treatment of women bother you:,1,Some,20,21,74,5
14242,2016,PA,3763,Does Clinton's use of private email bother you:,1,A lot,45,6,91,3
14243,2016,PA,3763,Does Clinton's use of private email bother you:,1,Not at all,16,94,3,3
14244,2016,PA,3763,Does Clinton's use of private email bother you:,1,Not much,18,90,7,3
14245,2016,PA,3763,Does Clinton's use of private email bother you:,1,Some,20,66,29,5
14246,2016,PA,3771,Does Clinton's use of private email bother you?,1,No,34,92,5,3
14247,2016,PA,3771,Does Clinton's use of private email bother you?,1,Yes,65,24,72,4
14248,2016,PA,3772,Were you contacted by the Clinton campaign?,1,No,61,35,61,4
14249,2016,PA,3772,Were you contacted by the Clinton campaign?,1,Yes,37,62,35,3
14250,2016,PA,3773,Were you contacted by the Trump campaign?,1,No,70,54,42,4
14251,2016,PA,3773,Were you contacted by the Trump campaign?,1,Yes,28,23,74,3
14252,2016,PA,3777,When did you decide presidential vote?,1,Before that,75,47,51,2
14253,2016,PA,3777,When did you decide presidential vote?,1,In the last month,24,43,49,8
14254,2016,PA,3778,When did you decide presidential vote?,1,Before that,84,48,50,
14255,2016,PA,3778,When did you decide presidential vote?,1,Before that,1,1,15,37
14256,2016,PA,3778,When did you decide presidential vote?,1,In the last week,54,1,2,6
14257,2016,PA,3779,Does Donald Trump's treatment of women bother you?,1,No,29,6,93,1
14258,2016,PA,3779,Does Donald Trump's treatment of women bother you?,1,Yes,70,65,30,5
14259,2016,PA,3784,Party by gender,0,Democratic men,16,83,15,1
14260,2016,PA,3784,Party by gender,0,Democratic men,0,1,26,89
14261,2016,PA,3784,Party by gender,0,Democratic women,9,,1,1
14262,2016,PA,3784,Party by gender,0,Independent men,10,33,56,1
14263,2016,PA,3784,Party by gender,0,Independent men,4,6,9,51
14264,2016,PA,3784,Party by gender,0,Independent women,40,,2,7
14265,2016,PA,3784,Party by gender,0,Republican men,19,7,91,1
14266,2016,PA,3784,Party by gender,0,Republican men,0,1,19,11
14267,2016,PA,3784,Party by gender,0,Republican women,87,,,2
14268,2016,PA,3785,Opinion of Clinton and Trump,1,Both favorable,2,,,
14269,2016,PA,3785,Opinion of Clinton and Trump,1,Both favorable,,,17,31
14270,2016,PA,3785,Opinion of Clinton and Trump,1,Both unfavorable,56,2,3,8
14271,2016,PA,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,39,98,0,
14272,2016,PA,3785,Opinion of Clinton and Trump,1,Only Clinton favorable,1,1,40,1
14273,2016,PA,3785,Opinion of Clinton and Trump,1,Only Trump favorable,99,,,0
14274,2016,PA,3786,Which candidate is honest?,1,Both are,2,,,
14275,2016,PA,3786,Which candidate is honest?,1,Both are,,,28,45
14276,2016,PA,3786,Which candidate is honest?,1,Neither is,43,2,2,8
14277,2016,PA,3786,Which candidate is honest?,1,Only Clinton is,31,99,1,
14278,2016,PA,3786,Which candidate is honest?,1,Only Clinton is,,,36,2
14279,2016,PA,3786,Which candidate is honest?,1,Only Trump is,98,,,0
14280,2016,PA,3788,Which candidate has the right temperament?,1,Both do,5,,,
14281,2016,PA,3788,Which candidate has the right temperament?,1,Both do,,,15,11
14282,2016,PA,3788,Which candidate has the right temperament?,1,Neither does,74,2,3,10
14283,2016,PA,3788,Which candidate has the right temperament?,1,Only Clinton does,47,94,4,
14284,2016,PA,3788,Which candidate has the right temperament?,1,Only Clinton does,0,2,31,0
14285,2016,PA,3788,Which candidate has the right temperament?,1,Only Trump does,99,,,1
14286,2016,PA,3789,Who is qualified to serve as president?,1,Both are,4,,,
14287,2016,PA,3789,Who is qualified to serve as president?,1,Both are,,,13,21
14288,2016,PA,3789,Who is qualified to serve as president?,1,Neither is,67,3,2,7
14289,2016,PA,3789,Who is qualified to serve as president?,1,Only Clinton is,43,96,1,
14290,2016,PA,3789,Who is qualified to serve as president?,1,Only Clinton is,1,2,39,1
14291,2016,PA,3789,Who is qualified to serve as president?,1,Only Trump is,99,,,0
14292,2016,PA,3790,Education among whites by sex,0,Non-whites,19,82,15,3
14293,2016,PA,3790,Education among whites by sex,0,White college-grad men,18,39,56,5
14294,2016,PA,3790,Education among whites by sex,0,White college-grad women,22,55,41,4
14295,2016,PA,3790,Education among whites by sex,0,White non-college men,19,26,71,3
14296,2016,PA,3790,Education among whites by sex,0,White non-college women,21,38,58,4
14297,2016,SC,41,Region,1,Central,26,49,47,4
14298,2016,SC,41,Region,1,Lowcountry,20,45,50,5
14299,2016,SC,41,Region,1,Pee Dee / Waccamaw,15,40,56,4
14300,2016,SC,41,Region,1,Piedmont,14,36,59,5
14301,2016,SC,41,Region,1,Upcountry,25,31,64,5
14302,2016,SC,159,Age,0,18-29,18,43,43,2
14303,2016,SC,159,Age,0,18-29,4,8,30,44
14304,2016,SC,159,Age,0,30-44,51,2,1,2
14305,2016,SC,159,Age,0,45-64,38,37,62,
14306,2016,SC,159,Age,0,45-64,0,1,13,39
14307,2016,SC,159,Age,0,65 and older,58,,,3
14308,2016,SC,160,Age,0,18-24,8,,,
14309,2016,SC,160,Age,0,25-29,10,,,
14310,2016,SC,160,Age,0,30-39,18,46,48,6
14311,2016,SC,160,Age,0,40-49,22,45,53,2
14312,2016,SC,160,Age,0,50-64,28,32,66,2
14313,2016,SC,160,Age,0,65 and older,13,39,58,3
14314,2016,SC,227,Life for the next generation of Americans will be:,1,About the same,28,49,41,3
14315,2016,SC,227,Life for the next generation of Americans will be:,1,About the same,1,6,41,47
14316,2016,SC,227,Life for the next generation of Americans will be:,1,Better than today,51,1,1,0
14317,2016,SC,227,Life for the next generation of Americans will be:,1,Worse than today,27,23,71,2
14318,2016,SC,227,Life for the next generation of Americans will be:,1,Worse than today,2,2,63,33
14319,2016,SC,229,Marital status,0,Married,64,3,37,50
14320,2016,SC,229,Marital status,0,Unmarried,43,7,27,93
14321,2016,SC,248,Party ID,0,democrat,4,,1,2
14322,2016,SC,248,Party ID,0,independent,26,43,47,2
14323,2016,SC,248,Party ID,0,independent,2,6,46,5
14324,2016,SC,248,Party ID,0,republican,92,1,0,2
14325,2016,SC,251,Ideology,0,conservative,44,12,83,5
14326,2016,SC,251,Ideology,0,liberal,18,83,13,4
14327,2016,SC,251,Ideology,0,moderate,38,49,45,6
14328,2016,SC,260,Race,0,asian,1,,,
14329,2016,SC,260,Race,0,black,19,94,4,2
14330,2016,SC,260,Race,0,latino,4,,,
14331,2016,SC,260,Race,0,other,2,,,
14332,2016,SC,260,Race,0,white,74,24,70,6
14333,2016,SC,279,Gender,0,female,54,45,51,4
14334,2016,SC,279,Gender,0,male,46,35,59,6
14335,2016,SC,281,Area type,0,Rural area,10,54,40,
14336,2016,SC,281,Area type,0,Rural area,1,5,55,33
14337,2016,SC,281,Area type,0,Suburban area,62,1,1,3
14338,2016,SC,281,Area type,0,Urban area,35,49,46,1
14339,2016,SC,281,Area type,0,Urban area,1,3,66,37
14340,2016,SC,682,Income,0,$50k or more,59,4,34,48
14341,2016,SC,682,Income,0,less than $50k,47,5,30,32
14342,2016,SC,917,Income,0,$100K or more,64,4,70,45
14343,2016,SC,917,Income,0,Under $100K,51,4,56,62
14344,2016,SC,921,White born-again or evangelical Christian?,1,No,32,6,44,11
14345,2016,SC,921,White born-again or evangelical Christian?,1,Yes,86,3,31,30
14346,2016,SC,1386,Marital status by gender,0,Married men,68,,1,1
14347,2016,SC,1386,Marital status by gender,0,Married women,32,36,60,1
14348,2016,SC,1386,Marital status by gender,0,Married women,1,2,15,44
14349,2016,SC,1386,Marital status by gender,0,Unmarried men,46,,3,7
14350,2016,SC,1386,Marital status by gender,0,Unmarried women,22,54,42,
14351,2016,SC,1386,Marital status by gender,0,Unmarried women,1,3,3,
14352,2016,SC,1602,Race and gender,0,all other races,,,,
14353,2016,SC,1602,Race and gender,0,black men,8,,,
14354,2016,SC,1602,Race and gender,0,black men,,,11,
14355,2016,SC,1602,Race and gender,0,black women,,,,
14356,2016,SC,1602,Race and gender,0,latino men,3,,,
14357,2016,SC,1602,Race and gender,0,latino men,,,2,
14358,2016,SC,1602,Race and gender,0,latino women,,,,
14359,2016,SC,1602,Race and gender,0,white men,34,18,76,
14360,2016,SC,1602,Race and gender,0,white men,1,5,40,30
14361,2016,SC,1602,Race and gender,0,white women,64,2,1,3
14362,2016,SC,1948,Income,0,"$100,000 or more",30,32,64,4
14363,2016,SC,1948,Income,0,"$50-100,000",36,42,55,3
